0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:26 -0500] "GET /SilkRoad/ HTTP/1.1" 200 2582
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:27 -0500] "GET /SilkRoad/css/bootstrap.min.css HTTP/1.1" 200 122540
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:27 -0500] "GET /SilkRoad/js/jquery-1.11.3.min.js HTTP/1.1" 200 95957
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:27 -0500] "GET /SilkRoad/css/stylesheet.css HTTP/1.1" 200 3238
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:27 -0500] "GET /SilkRoad/js/pattern.js HTTP/1.1" 200 579
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:27 -0500] "GET /SilkRoad/js/bootstrap.min.js HTTP/1.1" 200 36816
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:27 -0500] "GET /SilkRoad/js/script.js HTTP/1.1" 200 6849
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:27 -0500] "GET /SilkRoad/js/jquery.validate.js HTTP/1.1" 200 42630
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:27 -0500] "GET /SilkRoad/images/indexBg.jpg HTTP/1.1" 200 391683
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:27 -0500] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:32 -0500] "GET /SilkRoad/images/valid.png HTTP/1.1" 200 2294
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:33 -0500] "POST /SilkRoad/login.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:33 -0500] "GET /SilkRoad/CustomerSearch.jsp HTTP/1.1" 200 8554
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:33 -0500] "GET /SilkRoad/js/auctionTableScript.js HTTP/1.1" 200 4938
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:33 -0500] "GET /SilkRoad/css/responsive.bootstrap.min.css HTTP/1.1" 200 3854
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:33 -0500] "GET /SilkRoad/images/auctionBg.jpg HTTP/1.1" 200 509473
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:35 -0500] "GET /SilkRoad/getItems.jsp?usage=all|type&type= HTTP/1.1" 200 12234
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:35 -0500] "GET /SilkRoad/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:50 -0500] "GET /SilkRoad/placeBid.jsp?auction=2&bid=5 HTTP/1.1" 200 4
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:50 -0500] "GET /SilkRoad/CustomerSearch.jsp HTTP/1.1" 200 8887
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:50 -0500] "GET /SilkRoad/css/bootstrap.min.css HTTP/1.1" 200 122540
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:50 -0500] "GET /SilkRoad/css/responsive.bootstrap.min.css HTTP/1.1" 200 3854
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:50 -0500] "GET /SilkRoad/js/jquery-1.11.3.min.js HTTP/1.1" 200 95957
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:50 -0500] "GET /SilkRoad/css/stylesheet.css HTTP/1.1" 200 3238
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:50 -0500] "GET /SilkRoad/js/jquery.validate.js HTTP/1.1" 200 42630
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:50 -0500] "GET /SilkRoad/js/bootstrap.min.js HTTP/1.1" 200 36816
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:50 -0500] "GET /SilkRoad/js/pattern.js HTTP/1.1" 200 579
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:50 -0500] "GET /SilkRoad/js/script.js HTTP/1.1" 200 6849
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:50 -0500] "GET /SilkRoad/js/auctionTableScript.js HTTP/1.1" 200 4938
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:50 -0500] "GET /SilkRoad/images/auctionBg.jpg HTTP/1.1" 200 509473
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:07:51 -0500] "GET /SilkRoad/getItems.jsp?usage=all|type&type= HTTP/1.1" 200 12673
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:09:26 -0500] "GET /SilkRoad/getItems.jsp?usage=all|name&all=1&name1=nis&name2=&name3= HTTP/1.1" 200 7018
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:09:28 -0500] "GET /SilkRoad/getItems.jsp?usage=all|name&all=1&name1=nis&name2=tit&name3= HTTP/1.1" 200 12673
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:16:23 -0500] "GET /SilkRoad/CustomerSearch.jsp HTTP/1.1" 200 6333
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:16:24 -0500] "GET /SilkRoad/css/stylesheet.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:16:24 -0500] "GET /SilkRoad/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:16:24 -0500] "GET /SilkRoad/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:16:24 -0500] "GET /SilkRoad/css/responsive.bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:16:24 -0500] "GET /SilkRoad/js/jquery.validate.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:16:24 -0500] "GET /SilkRoad/js/pattern.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:16:24 -0500] "GET /SilkRoad/js/jquery-1.11.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:16:24 -0500] "GET /SilkRoad/js/auctionTableScript.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:16:24 -0500] "GET /SilkRoad/js/script.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:16:24 -0500] "GET /SilkRoad/images/auctionBg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:16:27 -0500] "GET /SilkRoad/PostAuctionPage.jsp HTTP/1.1" 200 7744
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:16:27 -0500] "GET /SilkRoad/css/datepicker.css HTTP/1.1" 200 10019
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:16:27 -0500] "GET /SilkRoad/js/bootstrap-datepicker.js HTTP/1.1" 200 29800
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:16:28 -0500] "GET /SilkRoad/CustomerSearch.jsp HTTP/1.1" 200 6333
0:0:0:0:0:0:0:1 - - [03/Dec/2015:13:16:35 -0500] "GET /SilkRoad/PostAuctionPage.jsp HTTP/1.1" 200 7744
